ID;Nombre;Apellido;Edad;Email;Teléfono;Ciudad;Dirección;Fecha_Nacimiento;Género;Estado_Civil;Ingresos;Score_Crédito
605;Nombre_604;Apellido_44;-15;user604@mail.com;3151736694;Medellín;Calle 604 # 4-4;2027-04-06 00:00:00;;Casado;21442831;
606;Nombre_605;Apellido_45;135;user605@mail.com;;;Calle 605 # 5-5;1934-07-16 00:00:00;F;???;7525610;
607;Nombre_606;Apellido_46;142;user606@mail.com;3144143354;Bogotá;Calle 606 # 6-6;2015-09-21 00:00:00;X;???;-649408;0
608;Nombre_607;Apellido_47;10;user607@mail.com;3166206619;;Calle 607 # 7-7;1970-11-08 00:00:00;M;???;9882348;850
609;Nombre_608;Apellido_48;82;user608@mail.com;3118830057;Bogotá;Calle 608 # 8-8;2031-10-24 00:00:00;;???;19144928;
610;Nombre_609;Apellido_49;120;user609@mail.com;3148431196;Cartagena;Calle 609 # 9-9;1930-05-17 00:00:00;M;???;2243536;0
611;Nombre_610;Apellido_50;36;user610@mail.com;3150844881;Cali;Calle 610 # 10-10;1992-09-05 00:00:00;F;;19612166;-50
611;Nombre_610;Apellido_50;97;user610@mail.com;3150844881;Cali;###;1942-11-03 00:00:00;M;Soltero;19612166;1000
613;;Apellido_52;;email_mal_formado;3116019791;Cali;Calle 612 # 12-12;2020-05-04 00:00:00;;Casado;11791520;850
614;Nombre_613;Apellido_53;145;user613@mail.com;3114150475;;Calle 613 # 13-13;1930-12-30 00:00:00;M;;28396998;-50
615;Nombre_614;Apellido_54;-15;user614@mail.com;3162260731;;Calle 614 # 14-14;2024-09-10 00:00:00;F;???;9255664;1000
616;Nombre_615;Apellido_55;33;user615@mail.com;3134676209;;Calle 615 # 15-15;1987-05-01 00:00:00;F;;8688408;850
617;Nombre_616;Apellido_56;10;user616@mail.com;;Medellín;Calle 616 # 16-16;1948-06-09 00:00:00;M;;3843960;
618;Nombre_617;Apellido_57;59;user617@mail.com;3124651116;Cali;Calle 617 # 17-17;1970-04-11 00:00:00;F;???;16509637;200
619;Nombre_618;Apellido_58;0;user618@mail.com;3152651170;Bogotá;Calle 618 # 18-18;1946-10-10 00:00:00;M;;18667097;
620;Nombre_619;Apellido_59;142;user619@mail.com;3165187913;Bogotá;Calle 619 # 19-19;1975-11-17 00:00:00;F;Casado;1553587;850
621;Nombre_620;Apellido_60;131;user620@mail.com;3125884039;;Calle 620 # 20-20;1974-07-27 00:00:00;M;???;3673786;-50
621;Nombre_620;Apellido_60;24;user620@mail.com;3125884039;;Calle 621 # 21-21;2021-06-01 00:00:00;X;???;3673786;0
623;Nombre_622;Apellido_62;61;user622@mail.com;3133203384;Bogotá;Calle 622 # 22-22;2008-07-07 00:00:00;M;Casado;4174875;
624;Nombre_623;Apellido_63;58;user623@mail.com;3197364550;Bogotá;Calle 623 # 23-23;1968-04-14 00:00:00;;Casado;22546479;850
625;;Apellido_64;102;user624@mail.com;3133561771;Cali;###;1970-10-29 00:00:00;F;;18632619;0
626;Nombre_625;Apellido_65;69;user625@mail.com;3110840681;Medellín;Calle 625 # 25-25;1933-08-10 00:00:00;X;;15900461;-50
627;Nombre_626;Apellido_66;43;user626@mail.com;3152111788;Medellín;Calle 626 # 26-26;1962-05-31 00:00:00;F;Casado;10713950;850
628;Nombre_627;Apellido_67;41;user627@mail.com;;Cali;Calle 627 # 27-27;1988-08-29 00:00:00;X;;9847576;
629;Nombre_628;Apellido_68;142;user628@mail.com;3183167884;Cali;Calle 628 # 28-28;1959-08-12 00:00:00;F;Soltero;10255764;-50
630;Nombre_629;Apellido_69;;user629@mail.com;3195450269;Cali;Calle 629 # 29-29;1934-02-13 00:00:00;M;Casado;11516798;0
631;Nombre_630;Apellido_70;18;email_mal_formado;3158012093;Medellín;Calle 630 # 30-30;1933-07-19 00:00:00;M;;11261938;200
631;Nombre_630;Apellido_70;56;email_mal_formado;3158012093;Medellín;Calle 631 # 31-31;2025-12-14 00:00:00;X;Soltero;11261938;1000
633;Nombre_632;Apellido_72;56;user632@mail.com;3127899535;Cartagena;Calle 632 # 32-32;1961-04-15 00:00:00;M;Casado;21265769;1000
634;Nombre_633;Apellido_73;102;user633@mail.com;3169438660;;Calle 633 # 33-33;1931-06-02 00:00:00;;;19023702;
635;Nombre_634;Apellido_74;108;user634@mail.com;3137657330;Cali;Calle 634 # 34-34;1984-10-08 00:00:00;F;;13459468;850
636;Nombre_635;Apellido_75;130;user635@mail.com;3132390632;Medellín;Calle 635 # 35-35;1991-10-25 00:00:00;F;Casado;67354;0
637;;Apellido_76;142;user636@mail.com;3152855153;Cali;Calle 636 # 36-36;1991-01-21 00:00:00;X;Casado;-716452;1000
638;Nombre_637;Apellido_77;134;user637@mail.com;3173281111;;###;1988-08-19 00:00:00;;;-916811;-50
639;Nombre_638;Apellido_78;92;user638@mail.com;;;Calle 638 # 38-38;1925-03-08 00:00:00;;;4144850;200
640;Nombre_639;Apellido_79;-7;email_mal_formado;3170909491;;Calle 639 # 39-39;1929-01-06 00:00:00;F;Casado;23119283;-50
641;Nombre_640;Apellido_0;43;user640@mail.com;3146851658;;Calle 640 # 40-40;1930-10-14 00:00:00;F;;24470582;1000
641;Nombre_640;Apellido_0;-5;user640@mail.com;3146851658;;Calle 641 # 41-41;1959-03-23 00:00:00;M;Soltero;24470582;200
643;Nombre_642;Apellido_2;33;user642@mail.com;3151745589;;Calle 642 # 42-42;1923-01-09 00:00:00;X;???;1464334;850
644;Nombre_643;Apellido_3;93;user643@mail.com;3129940182;;Calle 643 # 43-43;1997-03-12 00:00:00;X;;6232777;-50
645;Nombre_644;Apellido_4;100;user644@mail.com;3169332065;Medellín;Calle 644 # 44-44;1975-09-27 00:00:00;F;???;9685230;
646;Nombre_645;Apellido_5;84;user645@mail.com;3168867948;;Calle 645 # 45-45;2031-02-09 00:00:00;X;???;13171779;
647;Nombre_646;Apellido_6;;user646@mail.com;3130602161;Medellín;Calle 646 # 46-46;1984-08-06 00:00:00;X;Casado;26294270;
648;Nombre_647;Apellido_7;114;user647@mail.com;3122001612;;Calle 647 # 47-47;2006-06-19 00:00:00;M;;5600859;
649;;Apellido_8;114;email_mal_formado;3189536281;Cartagena;Calle 648 # 48-48;1940-12-20 00:00:00;F;???;3664841;200
650;Nombre_649;Apellido_9;32;user649@mail.com;;Cartagena;Calle 649 # 49-49;1974-07-16 00:00:00;;;28581508;0
651;Nombre_650;Apellido_10;66;user650@mail.com;3123490543;Bogotá;###;1929-08-23 00:00:00;;Casado;-1913169;1000
651;Nombre_650;Apellido_10;23;user650@mail.com;3123490543;Bogotá;Calle 651 # 1-51;1939-06-18 00:00:00;M;;-1913169;1000
653;Nombre_652;Apellido_12;-10;user652@mail.com;3111426825;;Calle 652 # 2-52;1942-12-12 00:00:00;M;;19565448;0
654;Nombre_653;Apellido_13;-12;user653@mail.com;3121734880;Cartagena;Calle 653 # 3-53;1968-09-29 00:00:00;M;Casado;11423051;850
655;Nombre_654;Apellido_14;4;user654@mail.com;3179613451;;Calle 654 # 4-54;1992-12-18 00:00:00;X;Soltero;1990728;850
656;Nombre_655;Apellido_15;-11;user655@mail.com;3118768074;Cali;Calle 655 # 5-55;1996-10-04 00:00:00;M;;7367514;0
657;Nombre_656;Apellido_16;131;user656@mail.com;3132531902;Cartagena;Calle 656 # 6-56;1944-05-27 00:00:00;X;Casado;16755244;1000
658;Nombre_657;Apellido_17;46;email_mal_formado;3117483387;;Calle 657 # 7-57;1951-01-06 00:00:00;;???;26770357;
659;Nombre_658;Apellido_18;148;user658@mail.com;3193944972;Cartagena;Calle 658 # 8-58;2007-04-11 00:00:00;F;Soltero;19520408;850
660;Nombre_659;Apellido_19;136;user659@mail.com;3199392783;;Calle 659 # 9-59;1930-11-03 00:00:00;;Casado;15503560;850
661;;Apellido_20;101;user660@mail.com;;;Calle 660 # 10-60;1937-02-13 00:00:00;F;;-204011;0
661;;Apellido_20;90;user660@mail.com;;;Calle 661 # 11-61;1978-08-11 00:00:00;M;Soltero;-204011;
663;Nombre_662;Apellido_22;3;user662@mail.com;3175380569;;Calle 662 # 12-62;2009-12-28 00:00:00;M;???;27300856;0
664;Nombre_663;Apellido_23;;user663@mail.com;3150907674;;###;1967-10-10 00:00:00;F;???;11659249;
665;Nombre_664;Apellido_24;118;user664@mail.com;3167600968;Medellín;Calle 664 # 14-64;1946-11-08 00:00:00;X;???;2522078;-50
666;Nombre_665;Apellido_25;120;user665@mail.com;3135245450;;Calle 665 # 15-65;2024-03-09 00:00:00;;???;20923057;
667;Nombre_666;Apellido_26;6;email_mal_formado;3149934876;;Calle 666 # 16-66;1994-02-24 00:00:00;X;Soltero;13467077;
668;Nombre_667;Apellido_27;97;user667@mail.com;3143742057;Medellín;Calle 667 # 17-67;1951-02-13 00:00:00;;Soltero;23097453;200
669;Nombre_668;Apellido_28;66;user668@mail.com;3136008430;;Calle 668 # 18-68;1931-08-04 00:00:00;M;Casado;20898826;0
670;Nombre_669;Apellido_29;87;user669@mail.com;3140234634;Medellín;Calle 669 # 19-69;1959-07-29 00:00:00;X;???;28545212;1000
671;Nombre_670;Apellido_30;7;user670@mail.com;3148684069;;Calle 670 # 20-70;1939-04-05 00:00:00;;;19470118;1000
671;Nombre_670;Apellido_30;144;user670@mail.com;3148684069;;Calle 671 # 21-71;2016-01-08 00:00:00;;;19470118;200
673;;Apellido_32;79;user672@mail.com;3150322514;Bogotá;Calle 672 # 22-72;2007-01-02 00:00:00;M;Casado;4829253;200
674;Nombre_673;Apellido_33;81;user673@mail.com;3197998847;Medellín;Calle 673 # 23-73;2007-10-01 00:00:00;X;Casado;26989600;-50
675;Nombre_674;Apellido_34;3;user674@mail.com;3197102488;Cali;Calle 674 # 24-74;1930-11-25 00:00:00;M;???;11287482;0
676;Nombre_675;Apellido_35;66;email_mal_formado;3136508630;Cali;Calle 675 # 25-75;2015-10-17 00:00:00;M;???;10487985;200
677;Nombre_676;Apellido_36;1;user676@mail.com;3174683544;Cartagena;###;1926-02-13 00:00:00;;???;25281828;200
678;Nombre_677;Apellido_37;-10;user677@mail.com;3132312302;Cartagena;Calle 677 # 27-77;1941-06-10 00:00:00;X;;18154554;850
679;Nombre_678;Apellido_38;33;user678@mail.com;3193505820;;Calle 678 # 28-78;1981-02-22 00:00:00;;???;14487775;-50
680;Nombre_679;Apellido_39;84;user679@mail.com;3147830535;Cartagena;Calle 679 # 29-79;1986-12-04 00:00:00;M;???;2769168;0
681;Nombre_680;Apellido_40;;user680@mail.com;3162467162;Medellín;Calle 680 # 30-80;1993-09-20 00:00:00;X;Casado;7000230;1000
681;Nombre_680;Apellido_40;86;user680@mail.com;3162467162;Medellín;Calle 681 # 31-81;2007-05-16 00:00:00;;Casado;7000230;-50
683;Nombre_682;Apellido_42;-19;user682@mail.com;;;Calle 682 # 32-82;1926-08-04 00:00:00;F;;7537837;-50
684;Nombre_683;Apellido_43;2;user683@mail.com;3177404651;;Calle 683 # 33-83;1953-12-25 00:00:00;X;Casado;2487672;0
685;;Apellido_44;134;email_mal_formado;3191752670;Cali;Calle 684 # 34-84;1980-10-05 00:00:00;M;???;627762;
686;Nombre_685;Apellido_45;30;user685@mail.com;3159132007;Cartagena;Calle 685 # 35-85;2027-04-13 00:00:00;X;;5567631;0
687;Nombre_686;Apellido_46;15;user686@mail.com;3141340886;Bogotá;Calle 686 # 36-86;1987-05-04 00:00:00;M;Soltero;20222611;
688;Nombre_687;Apellido_47;2;user687@mail.com;3161880470;Bogotá;Calle 687 # 37-87;1944-10-18 00:00:00;M;Soltero;10573051;0
689;Nombre_688;Apellido_48;123;user688@mail.com;3175852821;Cartagena;Calle 688 # 38-88;1968-10-11 00:00:00;M;Casado;9809067;
690;Nombre_689;Apellido_49;41;user689@mail.com;3167972744;;###;1995-12-22 00:00:00;F;???;28187643;0
691;Nombre_690;Apellido_50;40;user690@mail.com;3177146757;;Calle 690 # 40-90;1975-11-24 00:00:00;X;Casado;13724193;850
691;Nombre_690;Apellido_50;30;user690@mail.com;3177146757;;Calle 691 # 41-91;1951-05-13 00:00:00;M;???;13724193;850
693;Nombre_692;Apellido_52;65;user692@mail.com;3150688281;Bogotá;Calle 692 # 42-92;1990-02-10 00:00:00;M;Soltero;4544260;0
694;Nombre_693;Apellido_53;83;email_mal_formado;;;Calle 693 # 43-93;1950-10-23 00:00:00;;???;675350;850
695;Nombre_694;Apellido_54;-7;user694@mail.com;3130028197;Cali;Calle 694 # 44-94;2021-01-05 00:00:00;M;Soltero;7296395;-50
696;Nombre_695;Apellido_55;93;user695@mail.com;3195491747;Cartagena;Calle 695 # 45-95;1941-05-14 00:00:00;;???;15248187;0
697;;Apellido_56;148;user696@mail.com;3112335194;Cali;Calle 696 # 46-96;2030-01-29 00:00:00;X;Soltero;6568254;1000
698;Nombre_697;Apellido_57;;user697@mail.com;3193176729;Cartagena;Calle 697 # 47-97;1949-01-08 00:00:00;;???;11205136;
699;Nombre_698;Apellido_58;26;user698@mail.com;3157466349;Medellín;Calle 698 # 48-98;1966-12-11 00:00:00;F;;9245132;
700;Nombre_699;Apellido_59;59;user699@mail.com;3192066665;Cartagena;Calle 699 # 49-99;1959-01-22 00:00:00;M;;12501870;-50
701;Nombre_700;Apellido_60;92;user700@mail.com;3159099713;;Calle 700 # 0-0;1981-09-15 00:00:00;F;Soltero;25227219;0
701;Nombre_700;Apellido_60;59;user700@mail.com;3159099713;;Calle 701 # 1-1;1998-09-01 00:00:00;F;Casado;25227219;850
703;Nombre_702;Apellido_62;82;email_mal_formado;3161193707;;###;2019-06-18 00:00:00;M;;2907760;1000
704;Nombre_703;Apellido_63;51;user703@mail.com;3154265031;Bogotá;Calle 703 # 3-3;1975-01-26 00:00:00;M;Casado;27923275;
705;Nombre_704;Apellido_64;72;user704@mail.com;;Medellín;Calle 704 # 4-4;2009-11-09 00:00:00;X;Soltero;16788827;-50
706;Nombre_705;Apellido_65;86;user705@mail.com;3146567967;Cartagena;Calle 705 # 5-5;1984-07-19 00:00:00;M;???;14948514;
707;Nombre_706;Apellido_66;120;user706@mail.com;3190877699;;Calle 706 # 6-6;1953-01-08 00:00:00;;;-1565418;200
708;Nombre_707;Apellido_67;138;user707@mail.com;3128844864;;Calle 707 # 7-7;1998-03-30 00:00:00;X;Casado;21302110;
709;;Apellido_68;7;user708@mail.com;3167221187;Medellín;Calle 708 # 8-8;1971-02-13 00:00:00;X;???;19247972;-50
710;Nombre_709;Apellido_69;88;user709@mail.com;3168004801;;Calle 709 # 9-9;2003-12-15 00:00:00;;Soltero;12432386;850
711;Nombre_710;Apellido_70;142;user710@mail.com;3145550529;Bogotá;Calle 710 # 10-10;1972-12-22 00:00:00;M;Soltero;19814256;1000
711;Nombre_710;Apellido_70;113;user710@mail.com;3145550529;Bogotá;Calle 711 # 11-11;1994-02-02 00:00:00;;???;19814256;0
713;Nombre_712;Apellido_72;120;user712@mail.com;3194856227;Cartagena;Calle 712 # 12-12;2011-07-30 00:00:00;;Casado;-1431171;200
714;Nombre_713;Apellido_73;63;user713@mail.com;3178265343;Cartagena;Calle 713 # 13-13;1989-07-19 00:00:00;;Soltero;16754905;850
715;Nombre_714;Apellido_74;;user714@mail.com;3124158625;;Calle 714 # 14-14;1957-12-25 00:00:00;M;Casado;29497407;-50
716;Nombre_715;Apellido_75;135;user715@mail.com;;Medellín;###;1981-10-10 00:00:00;M;Soltero;17295046;200
717;Nombre_716;Apellido_76;-3;user716@mail.com;3137777359;Cali;Calle 716 # 16-16;2000-10-14 00:00:00;F;???;6598467;0
718;Nombre_717;Apellido_77;117;user717@mail.com;3163684890;Medellín;Calle 717 # 17-17;2003-04-08 00:00:00;F;Soltero;23228095;850
719;Nombre_718;Apellido_78;36;user718@mail.com;3115676973;;Calle 718 # 18-18;1992-07-07 00:00:00;;Soltero;29713524;200
720;Nombre_719;Apellido_79;6;user719@mail.com;3154946472;;Calle 719 # 19-19;2030-08-28 00:00:00;F;Soltero;16890843;0
721;;Apellido_0;147;email_mal_formado;3122271705;Cali;Calle 720 # 20-20;1963-09-16 00:00:00;;Soltero;22251564;-50
721;;Apellido_0;-20;email_mal_formado;3122271705;Cali;Calle 721 # 21-21;1991-08-05 00:00:00;X;;22251564;200
723;Nombre_722;Apellido_2;119;user722@mail.com;3117614212;Cartagena;Calle 722 # 22-22;2021-02-19 00:00:00;;???;1906539;
724;Nombre_723;Apellido_3;84;user723@mail.com;3158052009;Cali;Calle 723 # 23-23;2013-05-27 00:00:00;;???;2045758;
725;Nombre_724;Apellido_4;-2;user724@mail.com;3124854236;;Calle 724 # 24-24;1972-09-24 00:00:00;F;Soltero;19520446;
726;Nombre_725;Apellido_5;54;user725@mail.com;3137711951;;Calle 725 # 25-25;1952-09-18 00:00:00;X;;21833907;
727;Nombre_726;Apellido_6;117;user726@mail.com;;;Calle 726 # 26-26;1986-06-14 00:00:00;X;Soltero;16947239;200
728;Nombre_727;Apellido_7;80;user727@mail.com;3156907997;;Calle 727 # 27-27;1967-09-06 00:00:00;X;???;7847740;850
729;Nombre_728;Apellido_8;146;user728@mail.com;3122660485;Bogotá;###;1927-08-05 00:00:00;X;Casado;3064798;
730;Nombre_729;Apellido_9;56;email_mal_formado;3159970210;Cali;Calle 729 # 29-29;1970-09-02 00:00:00;;Casado;22805240;-50
731;Nombre_730;Apellido_10;141;user730@mail.com;3124337103;;Calle 730 # 30-30;1995-11-20 00:00:00;M;Soltero;15908113;
731;Nombre_730;Apellido_10;;user730@mail.com;3124337103;;Calle 731 # 31-31;1924-09-03 00:00:00;;Soltero;15908113;0
733;;Apellido_12;-1;user732@mail.com;3143836617;;Calle 732 # 32-32;1952-03-28 00:00:00;F;;-670720;0
734;Nombre_733;Apellido_13;118;user733@mail.com;3155619993;;Calle 733 # 33-33;1948-11-04 00:00:00;X;Casado;-1912328;0
735;Nombre_734;Apellido_14;15;user734@mail.com;3158473482;Cali;Calle 734 # 34-34;1992-05-06 00:00:00;F;Casado;17229687;
736;Nombre_735;Apellido_15;40;user735@mail.com;3146843371;;Calle 735 # 35-35;1954-09-23 00:00:00;M;;9299791;200
737;Nombre_736;Apellido_16;114;user736@mail.com;3135414546;Bogotá;Calle 736 # 36-36;1948-04-23 00:00:00;;;21132861;-50
738;Nombre_737;Apellido_17;90;user737@mail.com;;Medellín;Calle 737 # 37-37;1923-12-23 00:00:00;F;Casado;29818861;200
739;Nombre_738;Apellido_18;13;email_mal_formado;3143422241;;Calle 738 # 38-38;1975-07-14 00:00:00;;Casado;3799667;-50
740;Nombre_739;Apellido_19;82;user739@mail.com;3137364786;Cartagena;Calle 739 # 39-39;1952-04-12 00:00:00;M;;-53707;200
741;Nombre_740;Apellido_20;17;user740@mail.com;3130313181;;Calle 740 # 40-40;1963-02-26 00:00:00;F;Soltero;24299971;-50
741;Nombre_740;Apellido_20;90;user740@mail.com;3130313181;;###;2002-06-08 00:00:00;M;Casado;24299971;
743;Nombre_742;Apellido_22;78;user742@mail.com;3198328970;Cartagena;Calle 742 # 42-42;1959-10-14 00:00:00;M;Casado;7542522;0
744;Nombre_743;Apellido_23;122;user743@mail.com;3148757251;;Calle 743 # 43-43;1991-09-01 00:00:00;;Casado;25937918;
745;;Apellido_24;90;user744@mail.com;3113492919;;Calle 744 # 44-44;1960-05-28 00:00:00;X;Soltero;24482290;-50
746;Nombre_745;Apellido_25;-8;user745@mail.com;3167967533;;Calle 745 # 45-45;1994-11-15 00:00:00;;Soltero;8713674;1000
747;Nombre_746;Apellido_26;29;user746@mail.com;3115227972;;Calle 746 # 46-46;1956-12-27 00:00:00;M;Soltero;11674565;0
748;Nombre_747;Apellido_27;45;email_mal_formado;3162707389;;Calle 747 # 47-47;2016-07-11 00:00:00;M;???;12065424;850
749;Nombre_748;Apellido_28;;user748@mail.com;;Bogotá;Calle 748 # 48-48;2005-12-07 00:00:00;M;;23989517;0
750;Nombre_749;Apellido_29;-19;user749@mail.com;3114014883;Medellín;Calle 749 # 49-49;1977-04-02 00:00:00;M;Casado;23251074;850
751;Nombre_750;Apellido_30;53;user750@mail.com;3186676221;Cali;Calle 750 # 0-50;2028-05-21 00:00:00;X;???;11026833;-50
751;Nombre_750;Apellido_30;3;user750@mail.com;3186676221;Cali;Calle 751 # 1-51;2004-04-06 00:00:00;X;Casado;11026833;0
753;Nombre_752;Apellido_32;136;user752@mail.com;3197430840;Bogotá;Calle 752 # 2-52;2012-12-06 00:00:00;X;Soltero;1386493;0
754;Nombre_753;Apellido_33;73;user753@mail.com;3112576097;Medellín;Calle 753 # 3-53;2008-12-18 00:00:00;M;;15461773;
755;Nombre_754;Apellido_34;81;user754@mail.com;3118229295;Cartagena;###;1960-08-21 00:00:00;X;Casado;14758981;850
756;Nombre_755;Apellido_35;105;user755@mail.com;3151926903;;Calle 755 # 5-55;2015-10-02 00:00:00;X;Soltero;3572694;850
757;;Apellido_36;120;email_mal_formado;3174899696;Cartagena;Calle 756 # 6-56;2021-05-15 00:00:00;X;;15015674;200
758;Nombre_757;Apellido_37;62;user757@mail.com;3171188939;;Calle 757 # 7-57;1994-12-23 00:00:00;;???;8427642;0
759;Nombre_758;Apellido_38;-2;user758@mail.com;3152738238;;Calle 758 # 8-58;1936-03-01 00:00:00;;???;10088904;850
760;Nombre_759;Apellido_39;4;user759@mail.com;;Cali;Calle 759 # 9-59;1944-10-07 00:00:00;F;???;18794017;1000
761;Nombre_760;Apellido_40;34;user760@mail.com;3154637229;Cali;Calle 760 # 10-60;2019-07-10 00:00:00;;???;-1363025;
761;Nombre_760;Apellido_40;104;user760@mail.com;3154637229;Cali;Calle 761 # 11-61;2015-08-24 00:00:00;M;;-1363025;0
763;Nombre_762;Apellido_42;65;user762@mail.com;3132351583;Medellín;Calle 762 # 12-62;2008-02-05 00:00:00;X;Casado;20504771;200
764;Nombre_763;Apellido_43;79;user763@mail.com;3188556296;Medellín;Calle 763 # 13-63;2012-12-20 00:00:00;;???;22940676;0
765;Nombre_764;Apellido_44;30;user764@mail.com;3170896541;Cartagena;Calle 764 # 14-64;1947-10-08 00:00:00;F;;11083468;1000
766;Nombre_765;Apellido_45;;email_mal_formado;3176662340;Medellín;Calle 765 # 15-65;2000-04-01 00:00:00;F;;13168298;-50
767;Nombre_766;Apellido_46;99;user766@mail.com;3159735460;Bogotá;Calle 766 # 16-66;1925-09-07 00:00:00;M;???;28784750;200
768;Nombre_767;Apellido_47;8;user767@mail.com;3141357556;;###;2029-11-27 00:00:00;M;Casado;26292505;850
769;;Apellido_48;-7;user768@mail.com;3161021738;;Calle 768 # 18-68;1973-06-20 00:00:00;;;26849844;-50
770;Nombre_769;Apellido_49;117;user769@mail.com;3127004235;Cali;Calle 769 # 19-69;2011-08-23 00:00:00;M;Casado;18009147;-50
771;Nombre_770;Apellido_50;132;user770@mail.com;;;Calle 770 # 20-70;2009-11-28 00:00:00;X;Casado;26112113;1000
771;Nombre_770;Apellido_50;137;user770@mail.com;;;Calle 771 # 21-71;2029-10-16 00:00:00;M;;26112113;0
773;Nombre_772;Apellido_52;5;user772@mail.com;3124122260;Medellín;Calle 772 # 22-72;1968-09-27 00:00:00;F;Soltero;24836078;-50
774;Nombre_773;Apellido_53;102;user773@mail.com;3160620369;Bogotá;Calle 773 # 23-73;1975-05-08 00:00:00;F;Soltero;-1123898;850
775;Nombre_774;Apellido_54;114;email_mal_formado;3191686005;Medellín;Calle 774 # 24-74;1977-02-06 00:00:00;;;14141733;200
776;Nombre_775;Apellido_55;78;user775@mail.com;3128722743;Medellín;Calle 775 # 25-75;2000-01-16 00:00:00;;;5884592;1000
777;Nombre_776;Apellido_56;60;user776@mail.com;3134181851;Cartagena;Calle 776 # 26-76;1979-05-02 00:00:00;F;???;17690758;200
778;Nombre_777;Apellido_57;110;user777@mail.com;3144665594;;Calle 777 # 27-77;1976-08-30 00:00:00;X;Casado;1464481;850
779;Nombre_778;Apellido_58;73;user778@mail.com;3142003338;Cali;Calle 778 # 28-78;1998-09-29 00:00:00;X;Soltero;33251;1000
780;Nombre_779;Apellido_59;75;user779@mail.com;3164921607;Medellín;Calle 779 # 29-79;2031-08-27 00:00:00;X;Soltero;19141923;
781;;Apellido_60;19;user780@mail.com;3115381495;;###;1983-05-30 00:00:00;M;;29820259;0
781;;Apellido_60;115;user780@mail.com;3115381495;;Calle 781 # 31-81;1980-05-19 00:00:00;X;;29820259;
783;Nombre_782;Apellido_62;;user782@mail.com;3143548438;Cali;Calle 782 # 32-82;1979-08-21 00:00:00;;Soltero;17450517;850
784;Nombre_783;Apellido_63;89;email_mal_formado;3155232831;Medellín;Calle 783 # 33-83;1990-11-29 00:00:00;X;Casado;29541189;1000
785;Nombre_784;Apellido_64;124;user784@mail.com;3129696959;Medellín;Calle 784 # 34-84;1981-10-10 00:00:00;;Casado;6407102;1000
786;Nombre_785;Apellido_65;-3;user785@mail.com;3125651961;Cartagena;Calle 785 # 35-85;1973-06-26 00:00:00;X;Soltero;15007779;1000
787;Nombre_786;Apellido_66;66;user786@mail.com;3186222147;Cali;Calle 786 # 36-86;1926-04-22 00:00:00;;???;6443339;
788;Nombre_787;Apellido_67;32;user787@mail.com;3112210544;Cartagena;Calle 787 # 37-87;1946-03-10 00:00:00;F;Casado;12357294;
789;Nombre_788;Apellido_68;118;user788@mail.com;3181825314;Cartagena;Calle 788 # 38-88;1966-02-12 00:00:00;;;25479184;-50
790;Nombre_789;Apellido_69;13;user789@mail.com;3131606061;Medellín;Calle 789 # 39-89;1983-08-22 00:00:00;F;;11924083;1000
791;Nombre_790;Apellido_70;142;user790@mail.com;3157555187;Medellín;Calle 790 # 40-90;1927-10-10 00:00:00;M;;27799309;850
791;Nombre_790;Apellido_70;93;user790@mail.com;3157555187;Medellín;Calle 791 # 41-91;2030-11-06 00:00:00;F;Soltero;27799309;1000
793;;Apellido_72;21;email_mal_formado;;Cartagena;Calle 792 # 42-92;2012-05-16 00:00:00;;???;29257746;
794;Nombre_793;Apellido_73;120;user793@mail.com;3172702964;;###;1926-06-29 00:00:00;X;;2774564;-50
795;Nombre_794;Apellido_74;82;user794@mail.com;3115113050;;Calle 794 # 44-94;2027-01-02 00:00:00;F;;9351194;-50
796;Nombre_795;Apellido_75;138;user795@mail.com;3171658103;Medellín;Calle 795 # 45-95;1938-01-16 00:00:00;F;;8224048;1000
797;Nombre_796;Apellido_76;16;user796@mail.com;3177697203;;Calle 796 # 46-96;1943-05-16 00:00:00;M;;-1632340;850
798;Nombre_797;Apellido_77;96;user797@mail.com;3159657946;Cartagena;Calle 797 # 47-97;1932-04-24 00:00:00;X;Casado;28866978;-50
799;Nombre_798;Apellido_78;0;user798@mail.com;3194026317;Medellín;Calle 798 # 48-98;1925-12-05 00:00:00;F;Soltero;7319370;
800;Nombre_799;Apellido_79;;user799@mail.com;3160299630;Cartagena;Calle 799 # 49-99;2009-06-28 00:00:00;M;Soltero;-1206564;200
801;Nombre_800;Apellido_0;143;user800@mail.com;3113117505;;Calle 800 # 0-0;2008-06-09 00:00:00;M;Soltero;14892113;
801;Nombre_800;Apellido_0;95;user800@mail.com;3113117505;;Calle 801 # 1-1;1923-07-15 00:00:00;X;;14892113;200
803;Nombre_802;Apellido_2;34;user802@mail.com;3163661773;Cartagena;Calle 802 # 2-2;1981-11-17 00:00:00;F;;20909260;0
804;Nombre_803;Apellido_3;139;user803@mail.com;;Cali;Calle 803 # 3-3;2030-01-27 00:00:00;F;;14037209;0
805;;Apellido_4;46;user804@mail.com;3157537760;Cali;Calle 804 # 4-4;1952-04-13 00:00:00;;;2237880;200
806;Nombre_805;Apellido_5;34;user805@mail.com;3131568996;Bogotá;Calle 805 # 5-5;1940-06-22 00:00:00;;???;15627985;0
807;Nombre_806;Apellido_6;6;user806@mail.com;3161705661;Bogotá;###;2025-06-24 00:00:00;X;;27607070;850
